Date,Title,Description
2022-02-11T13:00:49Z,Cathie Wood Further Lowers Exposure In Twitter After Social Media Company Misses On Q4 Earnings,"Cathie Wood-led Ark Investment Management on Thursday further lowered its exposure in Twitter Inc (NYSE: TWTR) on the day shares of the microblogging company fell after it reported lower-than-expected fourth-quarter earnings. 
Ark Invest sold 73,183 shares — estimated to be worth $2.71 million — in the San Francisco, California-based company.
Twitter stock closed 1.98% lower at $37.08 a share on Thursday. The stock has been under pressure lately and is down 19% since Nov. 29 when Parag Agarwal was named CEO after ..."
2022-02-11T14:06:00Z,Better Buy: Vanguard S&P 500 ETF or ARK Innovation ETF,You can never go wrong with more diversity.
2022-02-11T16:37:47Z,"Amazon, Ark Innovation ETF, GameStop Provide Opportunity For Bulls, Bears: What To Watch","Amazon.com, Inc (NASDAQ: AMZN), Ark Innovation ETF (NYSE: ARKK) and GameStop Corporation (NYSE: GME) are all trading higher in strong uptrends. An uptrend occurs when a stock consistently makes a series of higher highs and higher lows on the chart.
The higher highs indicate the bulls are in control, while the intermittent higher lows indicate consolidation periods. Traders can use moving averages to help identify an uptrend with rising lower timeframe moving averages (such as the eight-day or 21-day exponential moving averages), indicating the stock is in a steep shorter-term uptrend. Rising longer-term moving averages (such as the 200-day simple moving average) indicate a long-term uptrend.
A stock often signals when the higher high is in by printing a reversal candlestick such as a doji, bearish engulfing or hanging man candlestick. Likewise, the higher low could be signaled when a doji, morning star or hammer candlestick is printed. Moreover, the higher highs and higher lows often take place at resistance and support levels.
In an uptrend, the ""trend is your friend"" until it’s not, and in an uptrend there are ways for both bullish and bearish traders to participate in the stock:

Bullish traders who are already holding a position in a stock can feel confident the uptrend will continue unless the stock makes a lower low. Traders looking to take ..."
2022-02-12T05:40:00Z,Week Ahead - Inflation Woes Continue,Inflation and interest rates have been at the forefront of investors’ minds so far this year and that’s unlikely to change for some time yet.
2022-02-12T11:30:00Z,Market Crash 2022 -- Will Russia Invade Ukraine?,"The stock market is going down again. As a long-term investor, what should you do next?"
2022-02-14T14:57:00Z,Goldman Sachs sees three paths for the S&P 500 ---and one would leave stocks  nearly 20% lower,"On a tense day for markets with geopolitics shaking up the action, we've got a fresh view from Goldman Sachs on where stocks could end up this year."
2022-02-14T23:33:09Z,Why Zoom Video Stock Beat the Market on Monday,A Chinese investment bank casts a bullish eye on the shares.
2022-02-15T06:05:00Z,Economic Stagnation Arrives As 'Sugar Rush' Fades,"Economic stagnation arrives as the sugar rush of liquidity fades. Historically, when stocks have deviated from the underlying economy, the eventual resolution is lower stock prices."
2022-02-16T12:34:08Z,Why Another Drop May Be Approaching,S&P 500/SPX and other major stock market averages went through considerable corrections to start the new year. See why I think another drop may be approaching.
2022-02-16T13:44:23Z,"This Popular ETF Has A Better 5-Year Return Than Wells Fargo, AT&T, Snap, American Airlines, Alibaba And Coca-Cola","The ARK Innovation ETF (NASDAQ: ARKK) managed by Cathie Wood consists of companies that change the way the world works, and over five years has produced exceptional returns.
Since February 2017, ARK Innovation ETF’s 5-year return has outperformed several of the world’s most popular financial services, social media and consumer discretionary stocks: Wells Fargo & Co (NYSE: WFC), AT&T Inc. (NYSE: T), Snap Inc (NYSE: SNAP), American Airlines Group Inc (NASDAQ: AAL), Alibaba Group Holding Ltd - ADR (NYSE: BABA) and Coca-Cola Co (NYSE: KO).  
According to ARK Invest, the ..."
2022-02-16T15:15:00Z,How to Build a Stock Portfolio for Beginners,"How to build a bulletproof, diversified growth stock portfolio for long-term investing!"
2022-02-16T16:50:46Z,ARK Innovation ETF Hits 1-Year Anniversary Of All-Time Highs: How Closely Is ARKK Tracking The Nasdaq's Dot-Com Bubble Burst?,"This week marks the one-year anniversary of Cathie Wood's ARK Innovation ETF (NYSE: ARKK) hitting its all-time high of $159.70 in February 2021. Since that peak, the ARKK fund's performance has been abysmal as investors have rotated out of unprofitable, high-growth tech stocks.
With ARKK shares now down more than 53% from their highs, DataTrek Research co-founder Jessica Rabe said this week there are some striking similarities between the price action of the ARKK fund in the last year and the price action in the Nasdaq following its dot-com bubble peak in March 2000.
Related Link: Stanphyl Capital's Value Stock Pair Trade: Short Tesla, Long GM & Volkswagen
The Numbers: Rabe compared the ...Full story available on Benzinga.com"
2022-02-17T11:54:42Z,Cathie Wood Loads Up $24.5M In Roblox As The Gaming Company's Stock Crashes,"Cathie Wood-led Ark Investment Management on Wednesday raised its exposure in Roblox Corp (NYSE: RBLX) on the day shares of the social gaming platform plummeted after it reported worse-than-expected fourth-quarter results.
The popular money managing firm bought 454,707 shares — estimated to be worth $24.49 million — in Roblox. 
Roblox shares closed 26.5% lower at $53.8 a share on Wednesday. The stock is down 45.5% year-to-date.
Ark Invest holds shares in Roblox via the Ark Innovation ETF (NYSE: ARKK) and the Ark ..."
2022-02-17T16:15:00Z,Top and Flop ETFs At Midway Q1,We have highlighted the five best-performing zones and their ETFs halfway through first-quarter 2022.
2022-02-17T18:51:00Z,"Stock market faces the most 'massive misallocation' of 'capital in the history of mankind,' says ARK's Cathie Wood","Cathie Wood, the star fund manager and chief executive of ARK Invest, took to CNBC on Thursday to defend ARK's woeful performance over the past year."
2022-02-17T19:11:03Z,'The Rewards Are Going To Be Enormous': Why Cathie Wood Isn't Worried About Unrealized Losses,"Many investors and analysts doubted Ark Invest CEO Cathie Wood's early investment in Tesla Inc (NASDAQ: TSLA), but Ark didn't care what other's thought because the firm had done the research and understood the prospects of Tesla's battery technology, AI, robotics capabilities and over-the-air software updates.
""That got us to the right answer,"" Wood said Thursday on CNBC.
Tesla has delivered investors more than 1,500% returns over a five-year period, which Wood maintains as her investment horizon. Tesla is still the top holding in Wood's flagship fund, the ARK Innovation ETF (NYSE: ARKK), with an 8.65% weighting.
Ark's investment portfolios have fallen more than 50% from their highs, but Wood isn't worried. She expects all of her investments to rebound to previous highs ..."
2022-02-17T19:54:55Z,Should Palantir Investors Be Worried About The Q4 Earnings Miss?,"The company's revenue continued to show strong growth last quarter, but the bottom line didn't impress analysts."
2022-02-17T20:14:32Z,How Have Cathie Wood's Top 10 Investments Performed In The Last 6 Months?,"Cathie Wood's ARK Invest ETFs are some of the hottest funds after 2020's huge stock market gains. 
The ARK Innovation ETF (NYSE: ARKK) grew more than 152% in 2020, beating the Nasdaq's 43.6% return.
In 2021, the ARKK ETF sharply underperformed the Nasdaq. For the year, ARKK finished down 24% compared to the Nasdaq's 21.4% advance.
Looking back over the last six months, the ARKK ETF is down just over 40%, but that doesn’t necessarily mean the stocks it holds are performing the same way. Here are Wood's top 10 investments and how they’ve performed.
• Tesla (NASDAQ: TSLA): ..."
2022-02-17T21:29:41Z,Did ARK Invest Just Throw Shade At CNBC Following Zoom Interview With Cathie Wood?,"ARK Invest's Cathie Wood reaffirmed her confidence in ARK's investing strategy Thursday in a lengthy interview on CNBC. At least it lasted long enough to be temporarily interrupted by a Zoom Video Communications Inc (NASDAQ: ZM) notification. 
What Happened: Toward the end of Wood's CNBC discussion being broadcast live via Zoom, a notification appeared on the screen warning the media outlet that it needed to upgrade its Zoom account in order to avoid having the conversation cut short. CNBC went to ..."
2022-02-17T22:34:50Z,Want To Bet Against Tesla? There Could Be A New Inverse ETF For Traders,"An ETF filed Thursday would bet against one of the most loved stocks and companies and could create a battle with the world’s richest person.
What Happened: Direxion filed an ETF called Direxion Daily TSLA Bear 1X Shares. The ETF would bet against Tesla Inc (NASDAQ: TSLA) on a daily basis and provide exposure to investors who believe the price of Tesla will fall or those looking for a hedge against a long TSLA position.
The filing was shared by Eric Balchunas, the Senior ETF Analyst at Bloomberg.
Direxion’s filing follows a filing for the Innovation Hedged Tesla ETF that's seeking to buy and sell call options in Tesla. The fund would invest 20% in calls on Tesla shares and put the rest of the capital into U.S. Treasury bills. The ETF would trade with the ..."
2022-02-18T10:06:00Z,3 Things You Shouldn't Do if the Stock Market Crashes,Avoid these moves when stock prices have fallen dramatically.
2022-02-18T11:48:00Z,"The Zacks Analyst Blog Highlights: VanEck Vectors Oil Services ETF, Simplify Interest Rate Hedge ETF, Aberdeen Standard Physical Palladium Shares ETF, Breakwave Dry Bulk Shipping ETF and ARK Innovation ETF","VanEck Vectors Oil Services ETF, Simplify Interest Rate Hedge ETF, Aberdeen Standard Physical Palladium Shares ETF, Breakwave Dry Bulk Shipping ETF and ARK Innovation ETF are highlighted in this Analyst Blog."
2022-02-18T12:24:25Z,Cathie Wood Dumps $56M In Palantir Shares After Dismal Earnings,"Cathie Wood-led Ark Investment Management on Thursday significantly lowered its exposure to Palantir Technologies Inc (NYSE: PLTR) on the day shares of the Peter Thiel-backed company plummeted after it reported worse-than-expected quarterly earnings.
The popular investment management firm sold 4.77 million shares — estimated to be worth $56.2 million based on Thursday’s closing — in the big data company. 
Palantir stock closed 15.7% lower at ..."
2022-02-18T15:20:01Z,"Benzinga's Daily Brief On Trending Tickers For Feb. 18, 2022: DraftKings, GameStop, Roku And More","Benzinga’s “Daily Brief On Trending Tickers” highlights top-searched tickers from around the web and uses the Benzinga Pro platform to highlight recent news items possibly impacting those stocks.
The data on the trending tickers is compiled from a list of most-discussed tickers on the popular Reddit forum WallStreetBets.
Using the Benzinga Pro Newsfeed, traders and investors can quickly search for recent news on a stock and make a decision about what a stock might be moving on today.
DraftKings Inc. (NASDAQ: DKNG) shares are trading lower after reporting an earnings loss of 80 cents per share, missing estimates by a penny. Revenue was up $151.10 million from the same period last year.
GameStop (NYSE: GME): In partnership with Immutable X, GameStop will soon launch its NFT marketplace. There, users will be able to trade in-game assets - such as items from Fortnite, the popular Battle Royale video game - via blockchain tokens on the Ethereum platform.
Roku Inc. (NASDAQ: ROKU) shares are trading ..."
2022-02-19T05:32:26Z,Looking For A Soft Landing - It's Not Likely,"20-plus years of Fed policy reveals consistent cycles of building and bursting bubbles. Check out why, this time around, a soft landing is unlikely as well."
2022-02-20T05:47:00Z,Macro Themes And Price Action,Heightened inflation and easing of the pandemic restrictions have turned the monetary cycle. China may have removed its supportive efforts too early and has again returned the punchbowl.
2022-02-20T11:35:00Z,2 Red-Hot Growth Stocks to Buy in 2022 and Beyond,"Growth stocks are currently out of favor, but there are still compelling opportunities that investors should keep on the radar."
2022-02-20T19:18:13Z,"Cathie Wood Halves Exposure In Palantir, Dumps $148.9M Worth Shares On Friday","Cathie Wood-led Ark Investment Management on Friday sold more shares of Palantir Technologies Inc (NYSE: PLTR) halving its exposure in the Peter Thiel-backed company.
The popular investment management firm sold 13.5 million shares of the big data company, estimated to be worth $148.9 million based on Friday’s closing. 
Palantir stock closed 6.4% lower at $11.02 a share on Friday. The stock is down 16% in the past week.
Ark Invest held 25.53 million shares in Palantir, prior to Friday’s trade, implying ..."
2022-02-22T05:18:38Z,The Crash Is Only Beginning,Various growth stocks are now trading at more reasonable valuations. Read on to know why I think many stocks may still be due for larger corrections.
2022-02-22T15:05:00Z,Get Out Of This Market While You Still Can,The SPY is on the verge of a bearish break down. I think we're in the final stages of a head-and-shoulders pattern that will resolve much lower. Read why here.
2022-02-23T14:19:00Z,4 Big Ark Innovation Components Report Earnings This Week: Could It Spell More Danger For Cathie Wood?,"The Ark Funds ETFs have been hit hard in 2022 with growth stocks among the laggards as investors turned to value stocks. Many stockholders have begun to question high multiples attached to once favored high growth “innovative” companies. Further pressure could come for Ark Funds this week with earnings reports of several large components.
What Happened: Four of the top ten holdings of the flagship Ark Innovation ETF (ARCA: ARKK) report earnings this week, which could put further pressure on the ETF and others that include the stocks.
Teladoc Health Inc (NYSE: TDOC) is the second-largest holding in the ARK Innovation ETF, representing $716.5 million and 6.5% of assets. The company is also the fifth-largest component in the Ark Genomic Revolution ETF (BATS: ARKG).
Teladoc reported quarterly earnings after market close Tuesday. The company reported $554.2 million in revenue, beating analysts’ estimates of $545.6 million, according to Benzinga Pro. Shares are up 1.07% to $66.00 in pre-market trading on Wednesday, holding above a 52-week low of $64.92.
Coinbase Global Inc (NASDAQ:"
2022-02-23T18:22:00Z,"Russia and the stock market: ‘Fate of tech’ far outweighs Moscow when it comes to S&P 500, says BofA","Investors have been anxious over geopolitical tensions tied to Russia, but the S&P 500 index has minuscule exposure to the country while technology continues to dominate its weightings, according to BofA Global Research."
2022-02-24T11:35:00Z,3 Things About Roku That Smart Investors Know,Roku isn't just another streaming device maker.
2022-02-24T15:45:00Z,Invest in Next-Gen Technologies With These 2 ETFs,These funds focus on revolutions in healthcare and technology.
2022-02-24T17:48:12Z,War In Europe: Best Practices For Managing Market Volatility,"War creates market volatility, and this can be very stressful for investors. You may feel the urge to sell everything. Don't!"
2022-02-24T17:49:00Z,"How can investors navigate a perfect storm in the stock market with ETFs, as Putin launches Ukraine invasion, Fed battles inflation?","Every week we highlight the most timely exchange-traded fund news, from new launches to inflows and performance."
2022-02-24T19:39:27Z,The Russian Invasion: Why I'm Scared As Hell Right Now,"Russian markets are crashing for a good reason, but global stocks and U.S. equities could feel more pain. Click here to learn more about this situation."
2022-02-25T05:35:00Z,Staying Focused Amid The Ukraine Crisis,"Following the headlines regarding Russia’s invasion of Ukraine, our thought leaders have come together to outline potential macro impacts tied to these recent events."
2022-02-26T05:08:39Z,The Week On Wall Street - A 'Reversal' Of Fortune,"This pullback could remain a ""correction"" or turn into a full-fledged bear market. Click here to read the latest edition of the Week on Wall Street."
2022-02-26T05:41:07Z,Federal Reserve Watch: The Tapering Continues And It's Almost March,The Federal Reserve continues to taper its purchase of securities. What will the Fed do if the stock market continues to drop due to the events going on? We try to answer this.
2022-02-26T07:02:44Z,"Microsoft: 30 Top Stocks Down Big, Blue Chips, REITs And Top Growth Worth Considering","The stock market is down significantly this year, but certain businesses remain attractive. Check out the data on 30 top stocks that are down big."
2022-02-27T12:45:00Z,This ETF Could Supercharge Any Retirement Account,Be wary of lumping all ARK Invest funds together. One is distinctly different than the rest.
2022-02-27T13:00:00Z,Sentiment Speaks: This Is Impossible,Most investors believe news drives the market. An honest market participant recognizes that the substance of the news does not support an indication for market direction.
2022-03-01T08:05:00Z,The Stock Market Delivers A Successful Retest,"If the Fed doesn't overshoot and a Ukrainian armistice holds, the stock market can make it quite a bit further than the 200-DMA on the NDX, which, for the time being, is a good target."
2022-03-03T09:20:00Z,'Cathie's a boom or bust investor' — what Wood's former boss says about the star fund manager,"Wood's former boss at AllianceBernstein says the Ark Invest fund manager ""doesn't disinvest or risk manage"""
2022-03-03T18:21:00Z,This new competitor to the ARK Innovation ETF focuses on disruptive companies but aims to reduce volatility,The Harbor Disruptive Innovation ETF takes a broad approach to stock selection.
2022-03-03T21:29:00Z,"U.S. stocks close lower as investors monitor commodity surge, Russia-Ukraine war and the impact on Fed policy",U.S. stocks finish lower Thursday in choppy trade as investors monitor the effects of Russia's invasion of Ukraine and the Fed's plans to hike rates.
2022-03-04T03:13:39Z,"Why Organovo Holdings, Inc. Stock Soared 49.7% This Week",The company's licensing agreement with a Swedish company means an infusion of some much-needed cash for Organovo.
2022-03-04T06:06:23Z,The Stock Market Bet You Can't Collect On,It never pays to bet on the end of the world because even if you’re right you can’t collect! Here's my take on the stock markets and sentiment right now.
2022-03-04T16:30:00Z,My 3 Biggest Stock Market Predictions for March,"How will GameStop, Bitcoin, and Cathie Wood fare this month? Let's make some market calls."
2022-03-05T05:25:37Z,The Week On Wall Street - Light At The End Of The Tunnel,"Trends that have been established do not change overnight, it is a process. Might the recent correction event be the start of that process? Click here & find out."
2022-03-05T11:00:00Z,2 Top Growth Stocks That Are Also Generating Billions in Free Cash,These companies are banking more than 30% of their revenue as profit.
2022-03-06T13:00:00Z,Sentiment Speaks: Setting Up For A Rally,The market bottomed at the time of the invasion of Ukraine. Most remained bearish at the recent low due to the news cycle. I am looking for the market to set up another rally.
2022-03-07T08:11:00Z,"'I think we’re going to see some spectacular returns,' says ARK's Cathie Wood","Cathie Wood, The star manager whose key innovation fund has struggled amid a fallout for tech stocks, is staying upbeat."
2022-03-07T08:35:32Z,Cathie Wood's Ark Is Bullish On This Self-Driving Startup Despite Last Week's 32% Plunge,"Cathie Wood-led Ark Investment Management said on Saturday it was bullish on self-driving startup TuSimple Holdings Inc (NYSE: TSP) despite a management shakeup last week that spooked investors.
What Happened: TuSimple’s shares plummeted 32.6% last week after an unexpected management reshuffle that saw co-founder and CTO Xiaodi Hou taking over the CEO and chairman roles from Cheng Lu. The company said it was part of a ""planned executive succession."" 
“We have confidence in Xiaodi’s ability to execute on TuSimple’s autonomous strategy,” Wood's firm wrote in an email to provide ..."
2022-03-07T15:04:59Z,A Possible Solution for Tech Growth Stock Investors Not Being Represented by the Nasdaq,Here's how to follow the performance of growth stocks in the tech sector more collectively.
2022-03-07T20:05:18Z,"As Oil Prices Skyrocket, Cathie Wood Admits She Got 'Supply Shock Wrong' With $10 Forecast","Crude oil prices have been on the rise ever since the Russo-Ukrainian crisis unfolded amid fears of supply shortages. Late Sunday, the WTI oil futures touched an intraday peak of $130.333, the highest since mid-2008.
As the price of oil soars, money manager and Ark Invest founder Cathie Wood  took to Twitter to clarify the $10 price prediction she issued for oil in July 2020.
What Happened:  Quoting her 2020 tweet, Wood said oil demand probably hit a secular peak in 2019. She blamed the recent spike on supply shock resulting from energy insecurity policies of the current U.S. administration, ESG mandates the world over and more recently the Ukrainian crisis. The money manager said prices have rallied to the point that would stimulate demand destruction. Two years back, Wood had predicted that oil would drop back to $12 level, where it was in the aftermath of the 1973 oil cartel crisis. ..."
2022-03-08T13:04:10Z,Cathie Wood's Ark Scooped Up More DraftKings And Block Shares on Monday But Cut Stake In This Social Media Firm,"Cathie Wood-led Ark Investment Management on Monday bought more shares in online sports betting firm DraftKings Inc (NASDAQ: DKNG) and fintech company Block Inc (NYSE: SQ) while shedding some Twitter Inc (NYSE: TWTR) stock.
Ark Invest bought 279,441 shares of DraftKings, estimated to be worth $5 million, boosting its stake by about 1.4%.
The company’s stock closed 12.7% lower at $18.05 a share on Monday, after Argus Research downgraded it to “hold” from “buy” amid regulatory headwinds, and is down 35% year-to-date.
See Also:"
2022-03-09T07:28:12Z,ARKK: Cathie Wood Seems Stuck,Cathie Wood's flagship fund ARKK ETF and many of its holdings have dropped to new lows. See why I think some unusual activity is going on with ARKK ETF.
2022-03-09T08:20:00Z,Russia's Invasion Of Ukraine,"With Russia’s invasion of Ukraine into its second week, the economic fallout is gradually coming into focus."
2022-03-09T11:53:29Z,Cathie Wood Continues Buying Spree In This Self-Driving Trucking Startup As Shares Drop 70% YTD,"Cathie Wood's Ark Investment Management bought more shares in self-driving trucking company TuSimple Holdings Inc (NASDAQ: TSP) on Tuesday, which has lost nearly 70% in market value so far this year.
The stock-picking firm bought 21,619 shares in TuSimple, estimated to be worth $232,620 based on their last close of $10.7 a share. 
TuSimple has slumped about 38% in the past week. It is currently trading much below its April IPO price of $40. 
Ark Invest owns shares in TuSimple via two of its six exchange-traded funds — the Ark Innovation ETF (NYSE: ARKK) and the Ark Autonomous Technology & Robotics ETF (BATS:"
2022-03-09T12:00:00Z,Billionaire Investor Says World War 3 Has Likely Begun: Our Top Picks,A billionaire investor just said that Russia's attack on Ukraine means World War 3 has likely already started. See our top picks during these tumultuous times.
2022-03-11T12:45:07Z,How To Invest Like Cathie Wood,"Cathie Wood is the founder, CEO and chief investment officer of Ark Funds, an investment management firm that focuses solely on disruptive innovation and offers investment solutions to investors seeking long-term growth in the public markets.
ARK has more than $40 billion in assets under management spread across six actively managed ETFs and three index ETFs. Wood was named ""top stock picker"" in 2020 by Bloomberg News after all six of her ARK ETFs closed the year with returns greater than 100%. 
Wood’s investment approach centers around discovering high-impact innovations that include five markets that Wood believes will be prominent areas of growth in the global economy: robotics, energy storage, blockchain technology, artificial intelligence and DNA sequencing. 
Here’s what Wood thinks you need to know to invest in companies at the cutting edge of innovation.
Diversify into liquid stocks during a bull market.
Wood says she started to diversify her portfolios and ""move toward names that are larger and more ..."
2022-03-12T05:13:34Z,Pockets Of Volatility Keep Popping Up; Is There A Liquidity Vacuum?,"We discuss What's Working namely energy and one subsector of tech and What's Not Working, especially risk on sectors. Click here to know more."
2022-03-12T15:04:00Z,"As Russia's Ukraine invasion roils global stock markets, is China the next big worry for ETF investors?","Every week we highlight the most timely exchange-traded fund news, from new launches to inflows and performance."
2022-03-13T12:30:00Z,Sentiment Speaks: OMG - It's A Bear Market,"Sentiment is reaching extremes last seen at the March 2020 bottoming region. When sentiment reaches extremes, one must be alert to the potential for another bull market phase to begin."
2022-03-14T09:23:46Z,Cathie Wood's Ark Picked Up More Shares In Shopify And This Supplier Of Elon Musk-Led SpaceX On Friday,"Cathie Wood-led Ark Investment Management on Friday further raised its exposure in the Canadian e-commerce company Shopify Inc (NYSE: SHOP) and 3D-printing technology firm Velo3D Inc (NYSE: VLD).
The popular stock-picking firm bought 12,864 shares — estimated to be worth $7 million based on Friday’s closing price — in Shopify, the company founded and run by billionaire Tobias Lütke.
Shopify stock closed 1.6% lower at $544.3 a share on Friday. The stock is down 60% so far this year.
St. Petersburg, Florida-based Ark Invest has been buying shares in Shopify for months now and has piled up 153,906 shares ..."
2022-03-14T11:46:50Z,"Tesla, Coinbase, Exact Sciences And More: How Cathie Wood's Top 10 Bets Are Faring In 2022 So Far","Popular stockpicker Cathie Wood-led Ark Investment Management’s top ten key bets — spread across clean energy, innovation, tech, healthcare, and space sectors that constitute nearly half of its investments are not faring well in 2022 — as the first quarter nears an end. 
Each of the high-flying stocks that are spread across six of Ark Invest’s exchange-traded funds is down in the range of 23% to 55% so far this year.
Despite the dip, the St. Petersburg, Florida-based Ark Invest has stayed the course and has been piling up shares in companies that make up the top ten constituents of its portfolio on every single dip, a closer analysis of the data showed.
Here’s a look at where the top ten investments are at now in 2022.
Tesla Inc (NASDAQ: TSLA): Wood, famous for making bets on high-growth disruptive firms, continues to count Tesla as its top investment. The Elon Musk-led company’s stock is down 33.7% so far this year at around $800 levels now after trading at $1,200 levels at the beginning of the year.
Ark Invest booked profit in Tesla during the first eight trades of the year before switching to buying shares in the electric vehicle company’s stock again as shares ..."
2022-03-14T18:50:07Z,"Bets Against Cathie Wood Increase: Congressman Shorts ARKK, Inverse SARK ETF Passes ARKK","After years of outpacing market returns, the ETFs from Ark Funds have lagged the market and are seeing more bearish bets placed against them. Here’s the latest on the bets against Ark and its founder Cathie Wood.
What Happened: Sen. Tommy Tuberville is betting against the Ark Innovation ETF (NYSE: ARKK) with two bets in the range of $1,000 to $15,000 disclosed in filings on Mar. 11.
The options purchased were shared by CongressTrading and show that Tuberville is placing a short bet on Ark Innovation remaining below the $65 level. The options expire on Sept. 16, 2022.
Tuberville is a senator serving the state of Alabama and was previously the head football coach at the University of Cincinnati, Texas Tech University, Auburn University and the University of Mississippi.
The move by Tuberville was criticized by many on Twitter, as it represents a congressman openly betting against several high growth companies in the U.S.
Related Link: 10 Best Stock ..."
2022-03-14T22:38:05Z,Has The Stock Market Found A Bottom?,"The S&P 500 is off to the second-worst start to a year in history, Cameron Dawson, chief market strategist at Fieldpoint Private, pointed out Friday on Benzinga's ""PreMarket Prep.""
Where Is The Bottom? Dawson told Benzinga relief rallies are expected given the magnitude of the declines in the market, but she said an indiscriminate bottom in which everything can be bought has yet to arrive.
Dawson shared a checklist of items that she watches when trying to discern a market bottom. She uses several indicators that point to oversold momentum, volatility spikes, flights to safety, sentiment collapses and capitulation, among others.
""We'd like to see a little bit more of these [indicators] before we start getting really aggressive,"" she said.
Investors can start putting money to work on weakness if they are sitting on large cash positions, Dawson said, ""but we're not making the call yet to go big huge strategic overweights into equities simply because we haven't seen that kind of flush selling that would be ..."
2022-03-15T12:20:00Z,2 Cathie Wood Stocks That Are Major Bargains,The ARK Invest CEO is taking advantage of these sale prices.
2022-03-16T05:55:00Z,Harder And Harder To Keep Up,"If consumers are expecting wages to grow at the fastest pace in at least a year, why are they so negative? The reason for the disconnect can be summed up in one word: Inflation."
2022-03-16T11:00:00Z,Our Top Pick And 3 Warnings For High Yield Investors,High yield investing is risk mitigation and thoroughly understanding risks. Check out these alternative asset manager stocks that are attractive investments.
2022-03-16T14:00:00Z,3 Stocks Cathie Wood Is Buying That Should Be on Your List Too,These growth stocks offer explosive upside after suffering huge sell-offs.
2022-03-18T11:16:00Z,3 Cathie Wood Stocks to Buy and Hold for 10 Years,Check out these high-potential growth stocks while they're still affordable.
2022-03-18T11:31:27Z,Wall Street Breakfast: Economically Assured Destruction,"Listen on the go! A daily podcast of Wall Street Breakfast will be available by 8:00 a.m. on Seeking Alpha, iTunes, Stitcher and Spotify."
2022-03-19T07:13:36Z,The 'Pain Trade' Is Higher: Get Bullish On Stocks With These 3 High Growth Tech ETFs,We are bullish on stocks and beaten-down high-growth tech names in particular. Read more to to know my list of these three ETFs to buy now.
2022-03-19T12:35:00Z,Buy The Crash: 2 Tech Stocks For 2022,"A lot of tech stocks have dropped by more than 50%. While I favor real asset investments, check out my pick of 2 undervalued tech stocks that I'm buying."
2022-03-20T12:00:00Z,Sentiment Speaks: Is It Now Time For The Market Crash I Have Been Hearing About?,"The news has been terribly bearish over the last month. At some point, investors will have to learn what moves markets, as news following gets most on the wrong side of the market turns."
2022-03-21T11:25:00Z,3 Cathie Wood Stocks That Can Beat the Market,"Cathie Wood had a tough start to 2022, but some of her key holdings could be big winners eventually."
2022-03-21T14:05:00Z,Wall Street Had the Best Week Since Nov 2020: 5 ETF Winners,Wall Street staged a strong comeback with the major bourses notching the biggest weekly gain in 16 months.
2022-03-22T12:45:00Z,2 Growth Stocks That Are Much Better Buys Than Rivian,You won't have to take on a big risk with either of these two stocks.
2022-03-23T06:10:00Z,"Tough Fed Talk On Inflation, Little Bite",The Fed is talking tough on inflation by projecting a large and rapid rates increase but we think it won’t fully deliver. S&P 500 scored its biggest weekly gain since 2020; bond yields rose.
2022-03-23T11:45:00Z,Here's My Top Cathie Wood Stock Right Now,The potential for outsized returns at a compelling valuation makes this innovative business a solid investment.
2022-03-25T05:00:54Z,Don't Expect The 1995-Type Soft Landing: Sell Stocks,It's very likely that the current monetary tightening cycle will cause a recession. Will the Fed be able to engineer a soft-landing like in 1995? Click here.
2022-03-27T12:00:00Z,Sentiment Speaks: Bulls Are Large And In Charge,The stock market often bottoms on the most negative of news. Click here for an analysis of the probability that we have begun a rally to 5500SPX.
2022-03-30T17:59:50Z,ARKK: The Bubble Has Already Been Burst - Don't Miss The Bottom,"Bearish investors have gotten overly pessimistic over ARKK and tech stocks. As such, these investors missed the recent bottom. See why ARKK is a buy."
2022-03-30T22:06:00Z,Why High-Growth Stocks Are Rallying Alongside Yields,"A Treasury yield curve inversion has been a long-standing harbinger of looming economic turmoil, why this time could be different"
2022-03-31T07:49:27Z,Bitcoin Bull Cathie Wood Scoops Up $18.9M Worth Of Shares In This Crypto Exchange,"Ark Investment Management, led by Bitcoin (CRYPTO: BTC) bull Cathie Wood, on Wednesday bought more stake in cryptocurrency exchange Coinbase Global Inc (NASDAQ: COIN). 
The stock-picking firm bought 96,591 Coinbase shares, estimated to be worth $18.9 million based on Wednesday’s closing price.
See Also: Bitcoin Bull Cathie Wood Scooped Up Shares Worth $59M In This Crypto Exchange On Tuesday
Coinbase stock closed 3.8% lower ..."
2022-03-31T12:00:00Z,Sentiment Speaks: What If They Held A Recession And No One Showed Up? - Part I,This is a presentation of my general theories of market analysis culled from my articles and presentations throughout the years.
2022-03-31T12:51:00Z,3 Sleeper Stocks That Could Soon Take Off,Don't let these investment opportunities pass you by.
2022-03-31T15:10:15Z,ARKK: Cathie Wood's Secret Selling,ARKK ETF has found a way to generate some fresh capital for purchases. Seven names have been sold but don't appear in the daily e-mail. See more on ARKK here.
2022-03-31T15:49:00Z,Treasury Yield Curve Theory: Can A Fed-Induced Inversion Be Bullish?,"A Treasury yield curve inversion has been a long-standing harbinger of looming economic turmoil, why this time could be different."
