Date,Title,Description
2022-02-04T12:28:00Z,Why Intuitive Surgical's Share Slump Is a Gift for Investors,"COVID-19 has slowed down growth, but long-term prospects look very promising."
2022-02-05T05:45:55Z,Tracking Yacktman Asset Management Portfolio - Q4 2021 Update,Yacktman's 13F equity portfolio value increased from $10.40B to $11.22B this quarter. Check out Yacktman’s largest five stakes of the portfolio.
2022-02-05T14:00:00Z,5 Safe And Cheap Dividend Stocks To Invest In (February 2022),Long-term dividend investors need to pay attention to the quality and price of stocks they buy. Click here for a list of 5 safe and cheap dividend stocks.
2022-02-06T12:00:00Z,ASML Holding: The Perfect Dividend Growth Stock Needs To Be On Your Correction Watchlist,ASML is trading at the upper end of its historical fair value range. Check out why I think ASML stock is a perfect candidate for a tech correction watchlist.
2022-02-07T11:00:00Z,Is it Too Late to Buy Vaccine Stocks?,Some of last year's superstars have lost more than 30% since December.
2022-02-07T11:20:09Z,Is Oshares U.S. Quality Dividend ETF (OUSA) a Strong ETF Right Now?,Smart Beta ETF report for OUSA
2022-02-08T12:22:00Z,Are Intranasal Sprays The Next $36 Billion Trend in Vaccine Stocks?,"If the preliminary evidence is borne out, they just might be."
2022-02-08T16:15:00Z,3 Top Healthcare Stocks to Buy for February,"Whether you're looking for growth or big dividends, the healthcare sector's got deals galore."
2022-02-09T13:55:00Z,"Down 52% In 3 Months, Is Moderna Stock a Bargain Buy?","It depends on how much you care about the ""bargain"" part."
2022-02-09T16:30:00Z,"Got $10,000? These 2 ETFs Are Great Buys for 2022 and Beyond",Both the healthcare and banking industries should do well this year.
2022-02-10T12:15:00Z,3 Investors Share the Largest Holdings in Their Stock Portfolios,"Some of these high-conviction holdings have taken a beating recently, but that doesn't mean these investors have any plans to sell."
2022-02-10T16:00:00Z,Is It Too Late to Buy Intuitive Surgical Stock?,"With its strong business model, this healthcare stock is set for a strong future."
2022-02-10T16:09:00Z,"Glaxo (GSK) Q4 Earnings Top Estimates, Xevudy Adds $1.1B in Sales","Glaxo's (GSK) revenues benefit from the recovery in sales of new and specialty drugs,  and Consumer Healthcare products along with additional revenues from COVID-19 drug, Xevudy."
2022-02-10T20:05:12Z,Final Analysis Show Johnson & Johnson's COVID-19 Offers Only 52.9% Protection,"Scientists have revealed data from their final analysis of Johnson & Johnson's (NYSE: JNJ) COVID-19 Phase 3 study, showing the vaccine may be even less effective in the longer term.

The scientists tracked about 39,000 participants for a median of four months (8,940 of whom had at least six months of follow-up), researchers concluded in a paper published in the New England Journal of Medicine.
Data showed that a single dose of Ad26.COV2.S"
2022-02-11T12:53:00Z,"1 Green Flag For Novavax in 2022, and 1 Red Flag","Things are looking up, but there's competition ahead too."
2022-02-11T14:35:00Z,Should Value Investors Pick Johnson & Johnson (JNJ) Stock?,"Let's see if Johnson & Johnson (JNJ) stock is a good choice for value-oriented investors right now, or if investors subscribing to this methodology should look elsewhere for top picks."
2022-02-11T16:30:00Z,Top Stocks to Buy to Help Your Portfolio Weather the Next Market Storm,Now is the time to get your portfolio ready for whatever comes next.
2022-02-11T17:15:00Z,Is Growth Investing a Thing of the Past?,Growth stocks have fallen considerably over the past year.
2022-02-12T18:07:14Z,"Benzinga Bulls And Bears Of The Past Week: Meta, Spotify, Peloton, Twitter, Johnson & Johnson And More","Benzinga has examined the prospects for many investor favorite stocks over the past week.

Last week's bullish calls included an at-home digital exercise company and a social media giant.
A leading streaming service company along with one of the largest healthcare companies in the world were among the bearish calls seen.

It was a turbulent week for the markets as investors took cover as tensions continue to grow between Russia and Ukraine and new data showed U.S. inflation hit 7.5% in January. The latest number makes it more likely that the Federal Reserve will tighten monetary policy more aggressively than originally thought.
All three major indexes experienced losses for the week. The S&P 500 and Nasdaq Composite were down 1.8% and 2.2%, respectively, while the Dow ended the week with a 1% loss.
Benzinga continues to examine the prospects for many of the stocks most popular with investors. Here are a few of this past week's most bullish and bearish posts that are worth another look.
The Bulls
""Peloton ..."
2022-02-13T05:58:30Z,"Dividend Champion, Contender, And Challenger Highlights: Week Of February 13","A weekly summary of dividend activity for Dividend Champions, Contenders, and Challengers. Companies which changed their dividends. Companies with upcoming ex-dividend dates."
2022-02-13T12:00:00Z,Buy Merck Today To Retire Rich Tomorrow,Merck is 90% focused on human drugs and is highly diversified globally. See why I think MRK stock could deliver 24% annual returns over the next two years.
2022-02-14T01:40:30Z,"Why I Own What I Own: My Totally Dull, Utterly Boring, Get Rich Slowly, And Stay Rich Portfolio","I own things that outperform in down markets; I don't diversify in the traditional sense, instead diversify against different specific risks; I don't use a benchmark but have personal goals."
2022-02-14T13:56:44Z,Johnson & Johnson To Defend Baby-Powder Lawsuits In Court: Report,"The controversial Johnson & Johnson (NYSE: JNJ) bankruptcy strategy will face a fresh trial to urge a judge to allow it to use the bankruptcy process to resolve claims that its talc-based products caused cancer.

More than 38,000 plaintiffs have alleged the Company's talc products caused ovarian cancer and mesothelioma, deadly cancer linked to asbestos exposure. 
J&J maintains that its consumer talc products are safe ..."
2022-02-14T14:45:00Z,Top Stocks Investors Are Watching This Earnings Season,Earnings season is heating up.
2022-02-14T18:20:00Z,"Walmart ends mask requirement for vaccinated workers, paid COVID leave to follow","Walmart announced the end of various COVID-related worker policies, including its mask requirement for vaccinated associates"
2022-02-15T12:00:00Z,3 Top Biotech Stocks to Buy Right Now,Global pharmaceutical spending is positioned to keep growing. These three companies can profit from the trend.
2022-02-15T19:07:31Z,Why Are AstraZeneca Shares Trading Higher Today,"Adding AstraZeneca Plc's (NASDAQ: AZN) Lynparza to Johnson & Johnson's (NYSE: JNJ) Zytiga (abiraterone) extended the time to live without disease progression in patients with newly diagnosed metastatic, castration-resistant prostate cancer (mCRPC) with or without homologous recombination repair (HRR) gene mutations.

The Lynparza combination pared down that risk by 34% over Zytiga alone, according to phase 3 data released at the American Society of Clinical Oncology Genitourinary Cancers Symposium (ASCO GU). 
The Lynparza combo added ..."
2022-02-15T19:54:13Z,AC Immune-Janssen Partnered Alzheimer's Vaccine Shows Tau-Specific Antibodies In Early-Stage Trial,"AC Immune SA (NASDAQ: ACIU) and partner Janssen, a unit of Johnson & Johnson (NYSE: JNJ), have found that an early-stage Alzheimer's vaccine spurs induction of antibodies that attack a type of tau, a protein in the brain that contributes to the disease.

The interim data for ACI-35.030 come from the high-dose group ..."
2022-02-16T04:09:38Z,Tracking Warren Buffett's Berkshire Hathaway Portfolio - Q4 2021 Update,Berkshire Hathaway's 13F stock portfolio value increased from ~$293B to ~$331B. BRK.B's largest 3 holdings are 2/3rds of the portfolio. Read the full list here.
2022-02-16T11:07:00Z,Amgen Snags Another Approval for This Promising Cancer Drug,Japan's regulatory agency recently authorized Lumakras as a treatment for a type of lung cancer.
2022-02-16T12:00:00Z,High-Yield Investor Or High Dividend Grower?,Buying a basket of high-yielding stocks is simply a get-rich-quick scheme. Check out some high-yield REITs and dividend growing REITs to recognize.
2022-02-16T17:22:33Z,Short Shelf Life Of AstraZeneca's COVID-19 Shot Entangles Vaccine Rollout In Poorer Nations: Reuters,"According to officials and internal World Health Organization documents reviewed by Reuters, the relatively short shelf life of AstraZeneca Plc's (NASDAQ: AZN) COVID-19 vaccine is complicating the rollout to the world's poorest nations.

The need to turn down vaccines with short shelf lives, along with the initial inequality, hesitancy, and other barriers, has contributed to a much lower vaccination rate in Africa, where ..."
2022-02-17T11:20:09Z,Should iShares Russell Top 200 Value ETF (IWX) Be on Your Investing Radar?,Style Box ETF report for IWX
2022-02-17T11:20:11Z,Should SPDR MSCI USA StrategicFactors ETF (QUS) Be on Your Investing Radar?,Style Box ETF report for QUS
2022-02-17T13:00:04Z,"The Daily Biotech Pulse: J&J Unit Announces Research Collaboration With Remix, Regencell Touts COVID Data, Decision Day For Agios","Here's a roundup of top developments in the biotech space over the last 24 hours:
Stocks In Focus
Amylyx's ALS Treatment Regulatory Application To Be Reviewed By FDA Panel In Late March 
Amylyx Pharmaceuticals, Inc. (NASDAQ: AMLX) said a virtual meeting of the U.S. Food and Drug Administration's Peripheral and Central Nervous System Drugs Advisory Committee to review the new drug application for AMX0035 has been scheduled for March 30, 2022.
AMX0035 is an investigational therapy for the treatment of amyotrophic lateral sclerosis. The regulator is reviewing the  company's  application with a priority review designation and has assigned a PDUFA date of June 29.
Regencell Announces Positive Results From Study Of Liquid Formulation COVID Treatment
Regencell Bioscience Holdings Limited (NASDAQ: RGC) announced positive results from an analysis of a total of 37 individuals enrolled in its study of its novel COVID-19 oral TCM candidate RGC-COV19.
The company said, upon successful completion of the EARTH efficacy trial, RGC-COV19 could be used more broadly for the treatment of the population who seek a natural and holistic approach to effectively reduce and eliminate COVID-19 symptoms and to reduce the risk of hospitalization and death.
J&J Unit Strikes Collaboration With Remix For Developing Small Molecule Therapies That Modulate RNA Processing
Johnson & Johnson's (NYSE: JNJ) Janssen unit and Remix Therapeutics announced a strategic collaboration for the discovery and development of small molecule therapeutics that modulate RNA processing using Remix's REMaster ..."
2022-02-18T15:30:00Z,3 Charts That Show Just How Ridiculously Massive Pfizer's COVID-19 Revenue Will Be in 2022,It's even more than the revenue the company has posted in previous years.
2022-02-18T16:14:00Z,"Ligand (LGND) Q4 Earnings Beat, OmniAb Spin-Off in 1H22","Ligand (LGND) reports encouraging fourth-quarter 2021 numbers by beating estimates on both counts. However, royalties decline. The company plans to complete business separation in the first half of 2022."
2022-02-19T13:00:00Z,Worried About Inflation? This Dividend King Is a No-Brainer Buy,J&J's dividend growth only scratches the surface of why income investors should buy the stock.
2022-02-19T14:00:00Z,How To Retire With A Million In 10 Years And Live Off Dividends,"If you are over 50 and haven't done retirement planning, there's no better time than this now. How do you retire with $1m in 10 years? Read on to find out."
2022-02-19T14:24:00Z,These 5 tech stocks -- including small caps you probably don't know -- can lead the sector's comeback,Behemoths Microsoft and Google parent Alphabet are on the list.
2022-02-20T14:29:00Z,3 Rock-Solid Stocks That Are Money Machines,These big companies should continue generating strong cash flow and paying great dividends for years to come.
2022-02-21T12:15:00Z,"Here's How Much You Can Retire With by Investing Just $2,827 Every Year",You could turn that relatively small annual investment into more than $1 million dollars with enough time and the right growth stock.
2022-02-23T15:00:00Z,3 Top Stocks That Just Went on Sale,"The markets have been bumpy so far this year, but these stocks are good buys with solid track records."
2022-02-23T16:31:00Z,"Halozyme (HALO) Q4 Earnings Top, Royalties Drive Revenues",Halozyme (HALO) fourth-quarter earnings and sales beat estimates. The company expects royalty revenues to grow by approximately 50% in 2022.
2022-02-23T22:45:16Z,Johnson & Johnson (JNJ) Gains As Market Dips: What You Should Know,"Johnson & Johnson (JNJ) closed at $161.22 in the latest trading session, marking a +0.05% move from the prior day."
2022-02-24T11:20:06Z,Should Vanguard High Dividend Yield ETF (VYM) Be on Your Investing Radar?,Style Box ETF report for VYM
2022-02-24T15:15:00Z,"Got $5,000? These 2 Growth Stocks Are Down 60% From Their Highs",Both have some promising growth opportunities ahead.
2022-02-24T15:37:00Z,These 20 S&P 500 stocks are down at least 5% after Russia invades Ukraine,"The declines are led by travel services, airline and cruise stocks."
2022-02-24T16:30:29Z,Johnson & Johnson (JNJ) Down 4.3% Since Last Earnings Report: Can It Rebound?,Johnson & Johnson (JNJ) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.
2022-02-24T22:40:00Z,Theravance's (TBPH) Q4 Earnings and Sales Miss Estimates,Theravance (TBPH) reports wider-than-expected loss for the fourth quarter of 2021. Revenues decline year over year.
2022-02-25T16:58:59Z,Why Emergent BioSciences Stock Is Slipping Today,The company disappointed investors with its 2022 guidance.
2022-02-25T18:18:02Z,Does CBD Have To Be Water Soluble? One Group Of Scientists Say Yes For Better Absorption,"Several former scientists and staff from companies like Johnson & Johnson (NYSE: JNJ), GlaxoSmithKline (NYSE: GSK) and Schiff Nutrition are bringing a new delivery platform to market that boosts the bioavailability of hemp cannabidiol or CBD. 
According to the company, NextEvo, its SmartSorb technology not only turns oil-based CBD ingredients into water-soluble ingredients but also enables a higher load of active CBD ingredients.
“SmartSorb turns premium, hemp-derived CBD, which is usually oil-soluble, into a water-soluble–like (water-dispersible) emulsion and delivers the equivalent of four times the amount of CBD in oil-based formulations,” ..."
2022-02-25T21:18:22Z,Johnson & Johnson Sees A Strong Move: Is It Ready For A Breakout?,"Johnson & Johnson (NYSE: JNJ) shares are trading higher Friday after the company agreed to finalize a proposed $26 billion settlement resolving more than 3,000 lawsuits, mainly by state and local governments, seeking to hold it and three other companies responsible for the opioid abuse crisis. The other companies are distributors McKesson Corp (NYSE: MCK), AmerisourceBergen Corp (NYSE: ABC) and Cardinal Health Inc (NYSE: CAH).
Johnson & Johnson was up 4.97% at $166 Friday afternoon at publication.
See Also: Drug Distributors, JNJ Agree To Settle $26B Opioid Lawsuits
Johnson & Johnson Daily Chart Analysis

The stock recently bounced off support in a sideways channel and has been pushing higher, now nearing the resistance level of the channel. Support was found near ..."
2022-02-25T21:41:00Z,Dow logs best day in over a year to end volatile week as angst over Russia's Ukraine invasion gives way to buying,"U.S. stock benchmarks close sharply higher Friday, with the S&P 500 and Nasdaq Composite booking weekly gains, as reports indicate that Russia was in favor of talks with Ukraine."
2022-02-26T07:02:44Z,"Microsoft: 30 Top Stocks Down Big, Blue Chips, REITs And Top Growth Worth Considering","The stock market is down significantly this year, but certain businesses remain attractive. Check out the data on 30 top stocks that are down big."
2022-02-28T14:19:00Z,"Stock Market News for Feb 28, 2022",Wall Street closed sharply higher on Friday investors continued to assess the financial risks related to the geopolitical conflict between Russia and Ukraine.
2022-03-01T12:51:14Z,"The Daily Biotech Pulse: Legend Biotech, CTI Biopharma Receive FDA Approvals, AbbVie Announces Delay In Skyrizi Review, Editas Gains On CRISPR Patent Resolution","Here's a roundup of top developments in the biotech space over the last 24 hours:
Stocks In Focus
Editas Gains On Resolution Of CRISPR Gene Editing Patent Case
Editas Medicine, Inc. (NASDAQ: EDIT) said the U.S. Patent and Trademark Office issued another favorable decision to the Broad Institute of MIT and Harvard involving specific patents for CRISPR/Cas9 editing in human cells. Pending an appeal to the Federal Circuit, this decision ends the U.S. patent interference between the University of California, the University of Vienna and Emmanuelle Charpentier and Broad.
The stock was advancing 9.4% to $18.73 in premarket trading.
Intellia Announces Positive Interim Phase 1 Data For Genomic Editing Therapy In Transthyretin Amyloidosis
Intellia Therapeutics, Inc. (NASDAQ: NTLA) and Regeneron Pharmaceuticals, Inc. (NASDAQ: REGN) announced positive interim data from the Phase 1 clinical study of their lead in vivo genome editing candidate, NTLA-2001, which is being developed as a single-dose treatment for transthyretin amyloidosis.
The interim data include 15 hereditary ATTR amyloidosis with polyneuropathy patients treated across four single-ascending dose cohorts. Treatment with NTLA-2001 led to dose-dependent reductions in serum TTR and achieved maximal reductions by day 28, with mean reductions of 52%, 87% and 86% among the three patients each in the 0.1 mg/kg, 0.3 mg/kg and 0.7 mg/kg dose groups, respectively, and 93% among the six patients in the 1.0 mg/kg dose group, the company said.
Intellia shares were moving down 8.32% to $90.63 in premarket trading.
Legend Biotech's CAR T-Cell Therapy Approved For Blood Cancer
Legend Biotech Corporation (NASDAQ: LEGN) ..."
2022-03-01T16:00:00Z,Could Arcturus Therapeutics Be the Next Moderna?,"It's not likely, but it could still end up being a good investment."
2022-03-01T16:59:00Z,"FATE's Loss Wider Than Expected in Q4, Pipeline in Focus",FATE reports a wider loss on increased R&D expenses in the fourth quarter.
2022-03-01T20:55:00Z,"Top Research Reports for Tesla, Meta Platforms & Johnson & Johnson","Today's Research Daily features new research reports on 16 major stocks, including Tesla, Inc. (TSLA), Meta Platforms, Inc. (FB), and Johnson & Johnson (JNJ)."
2022-03-01T22:45:10Z,Johnson & Johnson (JNJ) Stock Moves -0.35%: What You Should Know,"Johnson & Johnson (JNJ) closed the most recent trading day at $164, moving -0.35% from the previous trading session."
2022-03-02T11:20:05Z,Should Oshares U.S. Quality Dividend ETF (OUSA) Be on Your Investing Radar?,Style Box ETF report for OUSA
2022-03-02T11:35:00Z,"The Smartest Stocks To Buy With $1,000 Right Now",Diversifying is a smart way of investing!
2022-03-02T13:45:00Z,"The Zacks Analyst Blog Highlights Tesla, Meta Platforms, Johnson & Johnson, Discovery, and PepsiCo","Tesla, Meta Platforms, Johnson & Johnson, Discovery, and PepsiCo have been highlighted in this Analyst Blog."
2022-03-02T14:00:00Z,New Investor? Consider Buying These 2 Unstoppable Growth Stocks,Look for growing companies in evolving sectors if you are just entering the investing world.
2022-03-02T19:48:55Z,36 Stocks To Watch After Biden's First State of The Union Address,"President Joe Biden hosted his first State of the Union Address Tuesday in front of members of Congress. In the speech, Biden discussed several items that he has already helped pass along with more future initiatives.
Here is a look at stocks to watch after the State of the Union address.
Pharmaceutical Companies: In 2016, then- Vice President Biden launched the Cancer Moonshot program the help boost spending on medical research to take on various types of cancer.
In 2022, Biden announced plans to boost spending and reduce the death rate from cancer by 50% over the next 25 years.
The Partnership for Accelerating Cancer Therapies includes 11 companies working to boost treatments for various types of cancers. The companies are AbbVie Inc (NYSE: ABBV), Amgen Inc (NASDAQ: AMGN), Boehringer-Ingelheim Pharma, Bristol-Myers Squibb Co (NYSE: BMY), Celgene (owned by Bristol-Myers Squibb), Genetech (owned by Roche), Gilead Sciences (NASDAQ: GILD), GlaxoSmithKline (NYSE: GSK), Janssen Research (owned by Johnson & Johnson (NYSE: JNJ)), Novartis (NYSE: NVS), Sanofi SA (NASDAQ: SNY) and Pfizer Inc (NYSE: PFE).
Biden announced his Unity Agenda, which included ending cancer as we know it as one of four bipartisan issues that can be passed.
Social Media: Biden took aim at social media platforms and the data collected from children.
“It’s time to strengthen privacy protections, ban targeted advertising to children, and demand tech companies stop collecting personal data on our children.”
The comment could be aimed at companies like Meta Platforms (NASDAQ: FB) and Twitter Inc (NYSE: TWTR). A push to change data collection and advertising could hurt advertising revenue down the road for the companies.
Gun Stocks: Biden used the State of the Union address to address ..."
2022-03-03T16:39:00Z,Pfizer (PFE) Gets Breakthrough Therapy Status for RSV Vaccine,"Pfizer (PFE) is developing an RSV vaccine candidate, RSVpreF, to immunize pregnant women or older adults. The FDA grants a breakthrough therapy tag for the candidate's use in pregnant women."
2022-03-04T11:20:08Z,Should Vanguard Mega Cap Value ETF (MGV) Be on Your Investing Radar?,Style Box ETF report for MGV
2022-03-04T13:49:00Z,Implied Volatility Surging for Johnson & Johnson (JNJ) Stock Options,Investors need to pay close attention to Johnson & Johnson (JNJ) stock based on the movements in the options market lately.
2022-03-04T16:00:00Z,Is Moderna Stock a Buy Now?,"Although the company beat earnings, questions about its future remain."
2022-03-04T21:00:00Z,"Up 1,000% in 5 Years? These Healthcare Stocks Could Pull It Off.","Here's why our roundtable loves Legend Biotech, Heron Therapeutics, and Pieris Pharmaceuticals."
2022-03-05T12:24:00Z,"How to Turn $100,000 Into $1 Million in 25 Years",The process isn't hard; it's the discipline that will require a big commitment.
2022-03-05T14:00:00Z,5 Safe And Cheap Dividend Stocks To Invest In (March 2022),It's always a good idea to keep your wish list ready by separating the wheat from the chaff. What are 5 safe and cheap dividend stocks to invest? Find out.
2022-03-05T15:51:00Z,These 10 dividend-paying stocks show why cash isn't trash in this brutal market,Smart investors know that cash dividends will cushion stock-market volatility.
2022-03-05T16:30:00Z,3 Reasons This HealthCare Stock Is a Great Buy in 2022,A well-diversified business that is poised to grow for a long time could be your smartest pick this year.
2022-03-07T10:06:00Z,3 Dow Stocks That Are Screaming Buys in March,The Dow Jones Industrial Average is housing three incredible values in plain sight.
2022-03-07T22:45:13Z,Johnson & Johnson (JNJ) Gains As Market Dips: What You Should Know,"Johnson & Johnson (JNJ) closed at $172.21 in the latest trading session, marking a +1.61% move from the prior day."
2022-03-08T11:20:06Z,Is Vanguard High Dividend Yield ETF (VYM) a Strong ETF Right Now?,Smart Beta ETF report for VYM
2022-03-08T11:20:08Z,Should You Invest in the iShares U.S. Pharmaceuticals ETF (IHE)?,Sector ETF report for IHE
2022-03-08T15:40:00Z,AbbVie (ABBV) Outperforms Industry This Year So Far: What Next?,AbbVie (ABBV) has several new drugs with the potential to drive revenues once Humira loses U.S. exclusivity in 2023. Its early and mid-stage pipeline has several candidates with blockbuster potential.
2022-03-08T21:49:00Z,This 'all-weather' approach to quality stocks can help you sail through rough waters while staying ahead of inflation,Rob McIver of the Jensen Quality Growth Fund seeks out companies with high returns on equity.
2022-03-09T11:00:00Z,Is There Any Hope for Ocugen?,The company has hit several roadblocks along the coronavirus vaccine path.
2022-03-09T13:20:00Z,Is FDA Authorization for Novavax's Vaccine Imminent?,It's been more than a month since the company filed for Emergency Use Authorization of its COVID-19 vaccine.
2022-03-09T14:07:00Z,What's in Store for These 3 Big Pharma Outperformers in 2022?,"J&J (JNJ), AbbVie (ABBV) and Merck (MRK) are three large drugmakers that have outperformed the industry and are good stocks to hold for the next few months and beyond."
2022-03-09T14:19:00Z,"Genmab (GMAB), AbbVie Lymphoma Candidate Gets Orphan Drug Tag","Genmab (GMAB) and AbbVie are co-developing epcoritamab as a potential treatment for non-Hodgkin's lymphoma, follicular lymphoma. The FDA grants orphan drug status for the candidate as a treatment for FL."
2022-03-09T15:00:00Z,2 Dividend Stocks to Buy and Hold for the Long Term,Drugmakers never go out of style.
2022-03-09T16:15:00Z,Worried About the Stock Market? Here Are 2 Safe Investments to Buy and Hold for Decades,These ETFs can balance stability and long-term growth.
2022-03-09T16:23:00Z,Got $300? These 3 Stocks Could Be Bargain Buys for 2022 and Beyond,There high-quality healthcare stocks are at fire-sale prices today.
2022-03-10T11:20:06Z,Is WisdomTree U.S. Quality Dividend Growth ETF (DGRW) a Strong ETF Right Now?,Smart Beta ETF report for DGRW
2022-03-10T15:30:00Z,3 Dividend Stocks That Should Pay You for the Rest of Your Life,"If you're seeking companies that can raise their payouts over the long term, consider these three stocks."
2022-03-11T11:20:08Z,Should Vanguard Russell 1000 Value ETF (VONV) Be on Your Investing Radar?,Style Box ETF report for VONV
2022-03-11T14:26:00Z,"Pharma Stock Roundup: PFE, SNY, ABBV's Pipeline Updates, BAYRY's Unit Sale","Pfizer (PFE) begins pediatric study on Paxlovid. Sanofi's (SNY) hemophilia A candidate, efanesoctocog alfa, meets the goal in a pivotal study. Bayer (BAYRY) to sell its environmental solutions business."
2022-03-14T05:49:24Z,"A Look Inside SPY And VOO: What's Changed Since December 31, 2021","VOO and other S&P 500 index funds report data that can lag for as much as two months behind. We compare metrics of VOO as of January 31, 2022 and those of SPY now to see how they differ."
2022-03-14T09:51:00Z,"This Is the Greatest Dividend Stock of All Time, and You've Probably Never Heard of It",This company began paying a dividend when James Madison was president. It hasn't missed a year since.
2022-03-14T10:20:09Z,Should iShares Russell 1000 Value ETF (IWD) Be on Your Investing Radar?,Style Box ETF report for IWD
2022-03-14T14:38:00Z,Emergent (EBS) Begins Dosing in Phase I Cyanide Poisoning Study,"Emergent (EBS) initiates dosing in a phase I study evaluating stabilized isoamyl nitrite, the company's investigational single-use intranasal spray for treating acute cyanide poisoning."
2022-03-14T15:01:00Z,AbbVie (ABBV) Inks Deal for Neuropsychiatric Conditions,AbbVie (ABBV) forges an alliance with Gedeon Richter to develop novel treatments for neuropsychiatric diseases. Both collaborated in the past too on the blockbuster schizophrenia drug Vraylar.
2022-03-14T21:45:24Z,Johnson & Johnson (JNJ) Gains As Market Dips: What You Should Know,"Johnson & Johnson (JNJ) closed at $171.69 in the latest trading session, marking a +1.38% move from the prior day."
2022-03-15T10:20:09Z,Should You Invest in the Fidelity MSCI Health Care Index ETF (FHLC)?,Sector ETF report for FHLC
2022-03-15T14:45:00Z,"Got $1,000? Here's a Dirt-Cheap Big Pharma Stock to Buy",Pfizer should remain a pharma powerhouse long after the COVID-19 pandemic comes to an end.
2022-03-15T16:54:25Z,Jim Cramer: Johnson & Johnson stock could go to $200,"Johnson & Johnson stock (NYSE: JNJ) has recovered about 10% in less than a month but CNBC’s Jim Cramer is convinced there’s a lot more where that came from. Cramer’s outlook on the Johnson & Johnson stock According to the Mad Money host, JNJ could be a $200 stock, which means another 15% upside from […]
The post Jim Cramer: Johnson & Johnson stock could go to $200 appeared first on Invezz."
2022-03-16T10:20:08Z,Should Schwab U.S. LargeCap Value ETF (SCHV) Be on Your Investing Radar?,Style Box ETF report for SCHV
2022-03-16T12:32:00Z,"Pfizer, BioNTech Seek FDA Nod for 4th COVID Shot in Older Adults","Pfizer (PFE) and BioNTech (BNTX) believe that for individuals to be adequately protected, additional booster doses of COVID vaccines are needed."
2022-03-16T14:00:00Z,"Got $5,000? Buy These 2 Bargain Growth Stocks","Compared with their rivals, these stocks look dirt cheap."
2022-03-16T15:07:49Z,"Benzinga's Top Ratings Upgrades, Downgrades For March 16, 2022","Upgrades
Bernstein upgraded the previous rating for Stryker Corp (NYSE:SYK) from Market Perform to Outperform. For the fourth quarter, Stryker had an EPS of $2.71, compared to year-ago quarter EPS of $2.81. At the moment, the stock has a 52-week-high of $281.16 and a 52-week-low of $227.84. Stryker closed at $254.34 at the end of the last trading period.   
For Edwards Lifesciences Corp (NYSE:EW), Bernstein upgraded the previous rating of Market Perform to Outperform. Edwards Lifesciences earned $0.51 in the fourth quarter, compared to $0.50 in the year-ago quarter. At the moment, the stock has a 52-week-high of $131.73 and a 52-week-low of $78.44. Edwards Lifesciences closed at $106.15 at the end of the last trading period.   
According to Morgan Stanley, the prior rating for KE Holdings Inc (NYSE:BEKE) was changed from Equal-Weight to Overweight. KE Holdings earned $0.01 in the fourth quarter, compared to $0.26 in the year-ago quarter. At the moment, the stock has a 52-week-high of $72.49 and a 52-week-low of $7.31. KE Holdings closed at $9.06 at the end of the last trading period.   
Northcoast Research upgraded the previous rating for Wingstop Inc (NASDAQ:WING) from Neutral to Buy. For the fourth quarter, Wingstop had an EPS of $0.24, compared to year-ago quarter EPS of $0.18. The current stock performance of Wingstop shows a 52-week-high of $187.35 and a 52-week-low of $110.54. Moreover, at the end of the last trading period, the closing price was at $113.24.   
For Magna International Inc (NYSE:MGA), Raymond James upgraded the previous rating of Underperform to Market Perform. In the fourth quarter, Magna International showed an EPS of $1.30, compared to $2.83 from the year-ago quarter. The current stock performance of Magna International shows a 52-week-high of $104.28 and a 52-week-low of $54.60. Moreover, at the end of the last trading period, the closing price was at $58.33.   
Deutsche Bank upgraded the previous rating for Novo Nordisk A/S (NYSE:NVO) from Hold to Buy. Novo Nordisk earned $0.73 in the fourth quarter, compared to $0.64 in the year-ago quarter. The stock has a 52-week-high of $117.35 and a 52-week-low of $66.59. At the end of the last trading period, Novo Nordisk closed at $102.45.   
For Micron Technology Inc (NASDAQ:MU), Bernstein upgraded the previous rating of Market Perform to Outperform. Micron Technology earned $2.16 in the first quarter, compared to $0.78 in the year-ago quarter. The current stock performance of Micron Technology shows a 52-week-high of $98.45 and a 52-week-low of $65.67. Moreover, at the end of the last trading period, the closing price was at $73.11.   
According to JP Morgan, the prior rating for Starbucks Corp (NASDAQ:SBUX) was changed from Neutral to Overweight. For the first quarter, Starbucks had an EPS of $0.72, compared to year-ago ...Full story available on Benzinga.com"
2022-03-16T15:08:50Z,Expert Ratings For Johnson & Johnson,"Johnson & Johnson (NYSE:JNJ) has observed the following analyst ratings within the last quarter: 




Bullish
Somewhat Bullish
Indifferent
Somewhat Bearish
Bearish




Total Ratings
0
1
3
0
0


Last 30D
0
0
1
0
0


1M Ago
0
0
0
0
0


2M Ago
0
1
1
0
0


3M Ago
0
0
1
0
0



In the last 3 months, 4 analysts have offered 12-month price targets for Johnson & Johnson. The company has an average price target of $176.0 with a high of $185.00 and a low of $161.00. 
Below is a summary of how these 4 analysts rated Johnson & Johnson over ...Full story available on Benzinga.com"
2022-03-16T15:15:00Z,1 Great Income Stock to Buy and Hold Forever,There are reasons to like Amgen that go beyond its market-beating 3.4% dividend yield.
